0,2,300,19800,0
0,2,300,19800,0
0,2,600.0,19650.0,0
0,2,1050.0,19425.0,0
1,2,300,19800,0
1,2,350.0,19750.0,0
1,2,800.0,19525.0,0
0,2,300,19800,0
0,2,600.0,19650.0,0
0,2,350.0,19750.0,0
0,2,913.0,19412.0,0
1,2,300,19800,0
1,2,600.0,19650.0,0
1,2,1050.0,19425.0,0
1,2,1726.0,19087.0,0
1,2,350.0,19750.0,0
1,2,913.0,19412.0,0
0,2,300,19800,0
0,2,600.0,19650.0,0
0,2,300,19800,0
0,2,350.0,19750.0,0
0,2,800.0,19525.0,0
0,2,1476.0,19187.0,0
1,2,350.0,19750.0,0
1,2,913.0,19412.0,0
1,2,1927.0,18905.0,0
0,2,300,19800,0
1,2,300,19800,0
1,2,350.0,19750.0,0
1,2,913.0,19412.0,0
1,2,300,19800,0
1,2,300,19800,0
1,2,600.0,19650.0,0
1,2,1050.0,19425.0,0
2,3,300,19800,0
2,3,600.0,19650.0,0
2,2,300,19800,0
0,2,350.0,19750.0,0
0,2,800.0,19525.0,0
0,2,350.0,19750.0,0
0,2,800.0,19525.0,0
0,2,1476.0,19187.0,0
0,2,2490.0,18680.0,0
0,2,4012.0,17919.0,0
0,4,350.0,19750.0,0
3,3,300,19800,0
3,3,600.0,19650.0,0
3,3,1050.0,19425.0,0
1,2,350.0,19750.0,0
0,4,350.0,19750.0,0
1,2,300,19800,0
0,2,350.0,19750.0,0
0,2,800.0,19525.0,0
1,2,300,19800,0
0,2,300,19800,0
0,2,300,19800,0
0,2,600.0,19650.0,0
0,2,1050.0,19425.0,0
0,2,1726.0,19087.0,0
0,2,2740.0,18580.0,0
0,2,4262.0,17819.0,0
0,2,6546.0,16677.0,0
0,2,9972.0,14964.0,0
0,2,15112.0,12394.0,0
0,2,22822.0,8539.0,0
0,2,34388.0,2756.0,0
0,4,350.0,19750.0,0
1,2,300,19800,0
1,2,600.0,19650.0,0
0,2,350.0,19750.0,0
0,2,800.0,19525.0,0
0,2,350.0,19750.0,0
0,2,800.0,19525.0,0
1,2,300,19800,0
0,2,350.0,19750.0,0
1,2,300,19800,0
1,2,600.0,19650.0,0
1,2,1050.0,19425.0,0
1,2,1726.0,19087.0,0
1,2,2740.0,18580.0,0
0,2,350.0,19750.0,0
0,2,800.0,19525.0,0
0,2,1476.0,19187.0,0
0,2,2490.0,18680.0,0
1,2,300,19800,0
1,2,300,19800,0
0,2,350.0,19750.0,0
1,2,350.0,19750.0,0
1,2,800.0,19525.0,0
1,2,1476.0,19187.0,0
0,2,350.0,19750.0,0
0,2,913.0,19412.0,0
1,2,350.0,19750.0,0
1,2,913.0,19412.0,0
1,2,1927.0,18905.0,0
1,2,350.0,19750.0,0
0,2,350.0,19750.0,0
0,2,913.0,19412.0,0
0,2,1927.0,18905.0,0
0,2,350.0,19750.0,0
0,2,913.0,19412.0,0
0,2,300,19800,0
1,2,350.0,19750.0,0
1,2,800.0,19525.0,0
1,2,1476.0,19187.0,0
1,2,2490.0,18680.0,0
1,2,350.0,19750.0,0
1,2,913.0,19412.0,0
1,2,1927.0,18905.0,0
1,2,3449.0,18144.0,0
1,2,5733.0,17002.0,0
1,2,9159.0,15289.0,0
0,2,350.0,19750.0,0
0,2,800.0,19525.0,0
0,2,1476.0,19187.0,0
0,2,2490.0,18680.0,0
1,2,300,19800,0
1,2,600.0,19650.0,0
1,2,1050.0,19425.0,0
1,2,1726.0,19087.0,0
0,2,350.0,19750.0,0
1,2,350.0,19750.0,0
1,2,913.0,19412.0,0
0,2,350.0,19750.0,0
2,2,350.0,19750.0,0
2,2,913.0,19412.0,0
1,2,300,19800,0
0,2,300,19800,0
1,2,350.0,19750.0,0
1,2,913.0,19412.0,0
0,4,300,19800,0
0,4,600.0,19650.0,0
1,2,300,19800,0
1,2,600.0,19650.0,0
1,2,350.0,19750.0,0
1,2,300,19800,0
0,2,300,19800,0
0,2,350.0,19750.0,0
0,2,800.0,19525.0,0
1,2,350.0,19750.0,0
1,2,913.0,19412.0,0
0,2,300,19800,0
0,2,600.0,19650.0,0
0,2,1050.0,19425.0,0
1,2,300,19800,0
1,2,600.0,19650.0,0
0,2,350.0,19750.0,0
0,2,913.0,19412.0,0
0,2,350.0,19750.0,0
0,2,913.0,19412.0,0
0,2,350.0,19750.0,0
0,4,350.0,19750.0,0
0,4,913.0,19412.0,0
0,4,1927.0,18905.0,0
1,2,350.0,19750.0,0
0,4,300,19800,0
0,4,600.0,19650.0,0
3,3,300,19800,0
1,2,300,19800,0
0,4,300,19800,0
0,4,600.0,19650.0,0
1,2,350.0,19750.0,0
1,2,800.0,19525.0,0
1,2,1476.0,19187.0,0
1,2,300,19800,0
1,2,350.0,19750.0,0
1,2,800.0,19525.0,0
1,2,1476.0,19187.0,0
1,2,2490.0,18680.0,0
1,2,4012.0,17919.0,0
1,2,350.0,19750.0,0
1,3,300,19800,0
0,2,350.0,19750.0,0
0,2,913.0,19412.0,0
0,2,300,19800,0
0,2,300,19800,0
0,2,350.0,19750.0,0
0,2,913.0,19412.0,0
0,2,350.0,19750.0,0
0,2,800.0,19525.0,0
0,2,1476.0,19187.0,0
0,4,350.0,19750.0,0
0,4,913.0,19412.0,0
0,4,2181.0,18651.0,0
0,4,4465.0,17509.0,0
0,4,7891.0,15796.0,0
0,2,350.0,19750.0,0
0,2,350.0,19750.0,0
0,2,800.0,19525.0,0
0,4,350.0,19750.0,0
0,4,913.0,19412.0,0
0,4,1927.0,18905.0,0
0,2,350.0,19750.0,0
0,2,913.0,19412.0,0
0,2,2181.0,18651.0,0
0,4,300,19800,0
1,2,300,19800,0
1,2,600.0,19650.0,0
2,2,300,19800,0
2,2,600.0,19650.0,0
0,2,350.0,19750.0,0
0,2,800.0,19525.0,0
0,4,350.0,19750.0,0
0,4,800.0,19525.0,0
0,4,1476.0,19187.0,0
0,4,2490.0,18680.0,0
2,2,350.0,19750.0,0
2,2,913.0,19412.0,0
2,2,2181.0,18651.0,0
2,2,4465.0,17509.0,0
2,2,7891.0,15796.0,0
0,4,300,19800,0
0,2,300,19800,0
1,2,300,19800,0
1,4,300,19800,0
0,2,300,19800,0
0,2,600.0,19650.0,0
0,2,1050.0,19425.0,0
0,2,1726.0,19087.0,0
0,2,2740.0,18580.0,0
1,2,300,19800,0
1,2,300,19800,0
1,2,600.0,19650.0,0
1,2,350.0,19750.0,0
